forecast_cycle,forecast_period,months_ahead,scenario,feature_1_data_center_committed_mw,feature_2_grid_connection_probability_pct,feature_3_power_price_index,feature_4_avg_temperature_c,feature_5_cooling_efficiency_pue,feature_6_industrial_growth_index,feature_7_renewable_availability_pct,target_1_total_load_mwh,target_2_peak_load_mw,target_3_synthetic,target_4_synthetic,target_5_synthetic,target_6_synthetic,target_7_synthetic,target_8_synthetic,target_9_synthetic,target_10_synthetic
2026-09,2029-11,38,accelerated_ai_load,307.33,95.92,108.57,-5.61,1.323,104.88,42.35,367764.76,818.59,367794.76,367804.76,367814.76,367824.76,367834.76,367844.76,367854.76,367864.76
2026-09,2029-12,39,accelerated_ai_load,313.19,96.0,109.69,-4.43,1.31,104.28,47.91,368616.8,833.32,368646.8,368656.8,368666.8,368676.8,368686.8,368696.8,368706.8,368716.8
2026-09,2030-01,40,accelerated_ai_load,319.82,96.0,111.75,-3.9,1.316,105.37,45.41,376128.27,837.19,376158.27,376168.27,376178.27,376188.27,376198.27,376208.27,376218.27,376228.27
2026-09,2030-02,41,accelerated_ai_load,325.62,87.27,114.43,2.47,1.312,104.95,49.72,354020.6,807.96,354050.6,354060.6,354070.6,354080.6,354090.6,354100.6,354110.6,354120.6
2026-09,2030-03,42,accelerated_ai_load,328.81,87.52,114.19,8.45,1.321,105.97,44.73,364931.83,834.05,364961.83,364971.83,364981.83,364991.83,365001.83,365011.83,365021.83,365031.83
2026-09,2030-04,43,accelerated_ai_load,332.67,96.0,115.77,15.13,1.308,105.73,46.43,390899.78,873.47,390929.78,390939.78,390949.78,390959.78,390969.78,390979.78,390989.78,390999.78
2026-09,2030-05,44,accelerated_ai_load,326.81,87.83,116.17,18.49,1.324,105.97,45.04,364640.71,822.86,364670.71,364680.71,364690.71,364700.71,364710.71,364720.71,364730.71,364740.71
2026-09,2030-06,45,accelerated_ai_load,334.69,96.0,115.67,19.97,1.317,106.31,41.48,398863.09,892.74,398893.09,398903.09,398913.09,398923.09,398933.09,398943.09,398953.09,398963.09
2026-09,2030-07,46,accelerated_ai_load,337.24,96.0,116.63,20.2,1.314,106.46,39.99,400066.23,911.06,400096.23,400106.23,400116.23,400126.23,400136.23,400146.23,400156.23,400166.23
2026-09,2030-08,47,accelerated_ai_load,347.19,96.0,117.17,14.27,1.319,106.77,41.58,410330.13,925.18,410360.13,410370.13,410380.13,410390.13,410400.13,410410.13,410420.13,410430.13
2026-09,2030-09,48,accelerated_ai_load,350.74,96.0,114.04,8.31,1.317,106.43,39.6,408931.05,928.52,408961.05,408971.05,408981.05,408991.05,409001.05,409011.05,409021.05,409031.05
2026-09,2030-10,49,accelerated_ai_load,347.23,96.0,113.21,0.6,1.315,105.83,42.84,402389.36,914.14,402419.36,402429.36,402439.36,402449.36,402459.36,402469.36,402479.36,402489.36
2026-09,2030-11,50,accelerated_ai_load,356.44,96.0,113.38,-3.57,1.31,106.61,43.22,409605.8,917.67,409635.8,409645.8,409655.8,409665.8,409675.8,409685.8,409695.8,409705.8
2026-09,2030-12,51,accelerated_ai_load,360.57,96.0,110.58,-6.68,1.335,106.81,51.38,423113.99,952.28,423143.99,423153.99,423163.99,423173.99,423183.99,423193.99,423203.99,423213.99
2026-09,2031-01,52,accelerated_ai_load,368.03,96.0,109.46,-1.81,1.308,106.85,51.8,419915.77,944.73,419945.77,419955.77,419965.77,419975.77,419985.77,419995.77,420005.77,420015.77
2026-09,2031-02,53,accelerated_ai_load,363.59,96.0,109.18,0.12,1.309,107.44,50.1,417256.52,951.82,417286.52,417296.52,417306.52,417316.52,417326.52,417336.52,417346.52,417356.52
2026-09,2031-03,54,accelerated_ai_load,371.49,96.0,108.36,5.88,1.325,107.19,53.22,432760.03,983.62,432790.03,432800.03,432810.03,432820.03,432830.03,432840.03,432850.03,432860.03
2026-09,2031-04,55,accelerated_ai_load,372.81,96.0,110.25,13.41,1.307,107.47,48.22,429436.96,975.97,429466.96,429476.96,429486.96,429496.96,429506.96,429516.96,429526.96,429536.96
2026-09,2031-05,56,accelerated_ai_load,384.92,96.0,110.63,19.95,1.299,106.57,50.35,442615.48,1000.4,442645.48,442655.48,442665.48,442675.48,442685.48,442695.48,442705.48,442715.48
2026-09,2031-06,57,accelerated_ai_load,385.11,96.0,113.12,20.79,1.329,107.61,42.9,449398.85,1018.01,449428.85,449438.85,449448.85,449458.85,449468.85,449478.85,449488.85,449498.85
2026-09,2031-07,58,accelerated_ai_load,389.75,96.0,113.76,18.43,1.317,107.1,45.19,451194.63,1012.28,451224.63,451234.63,451244.63,451254.63,451264.63,451274.63,451284.63,451294.63
2026-09,2031-08,59,accelerated_ai_load,390.26,96.0,116.24,14.25,1.315,107.63,43.21,449009.1,1014.57,449039.1,449049.1,449059.1,449069.1,449079.1,449089.1,449099.1,449109.1
2026-09,2031-09,60,accelerated_ai_load,397.22,96.0,119.13,6.07,1.308,108.34,46.63,449820.8,1020.47,449850.8,449860.8,449870.8,449880.8,449890.8,449900.8,449910.8,449920.8
2026-09,2031-10,61,accelerated_ai_load,403.3,96.0,118.31,2.16,1.306,107.66,47.25,455861.47,1027.72,455891.47,455901.47,455911.47,455921.47,455931.47,455941.47,455951.47,455961.47
2026-09,2031-11,62,accelerated_ai_load,406.94,96.0,119.66,-4.81,1.312,107.95,51.65,461632.63,1044.5,461662.63,461672.63,461682.63,461692.63,461702.63,461712.63,461722.63,461732.63
2026-09,2031-12,63,accelerated_ai_load,416.26,96.0,120.51,-3.85,1.313,108.39,52.32,469015.65,1057.33,469045.65,469055.65,469065.65,469075.65,469085.65,469095.65,469105.65,469115.65
2026-09,2032-01,64,accelerated_ai_load,411.73,96.0,120.72,-3.68,1.321,108.64,54.82,464152.09,1056.57,464182.09,464192.09,464202.09,464212.09,464222.09,464232.09,464242.09,464252.09
2026-09,2032-02,65,accelerated_ai_load,423.39,96.0,117.55,1.3,1.299,107.59,58.62,472791.36,1067.97,472821.36,472831.36,472841.36,472851.36,472861.36,472871.36,472881.36,472891.36
2026-09,2032-03,66,accelerated_ai_load,413.6,96.0,119.51,9.18,1.307,108.57,56.69,469810.22,1064.34,469840.22,469850.22,469860.22,469870.22,469880.22,469890.22,469900.22,469910.22
2026-09,2032-04,67,accelerated_ai_load,436.24,96.0,116.49,14.53,1.313,108.53,55.97,495679.44,1112.36,495709.44,495719.44,495729.44,495739.44,495749.44,495759.44,495769.44,495779.44
2026-09,2032-05,68,accelerated_ai_load,442.11,96.0,115.06,20.68,1.34,108.19,52.43,512421.49,1163.96,512451.49,512461.49,512471.49,512481.49,512491.49,512501.49,512511.49,512521.49
2026-09,2032-06,69,accelerated_ai_load,440.4,96.0,113.14,20.64,1.338,108.8,52.61,506353.66,1147.26,506383.66,506393.66,506403.66,506413.66,506423.66,506433.66,506443.66,506453.66
2026-09,2032-07,70,accelerated_ai_load,436.43,96.0,111.15,18.71,1.312,109.68,48.32,494100.01,1125.36,494130.01,494140.01,494150.01,494160.01,494170.01,494180.01,494190.01,494200.01
2026-09,2032-08,71,accelerated_ai_load,440.33,96.0,112.61,15.65,1.315,108.77,51.86,497924.31,1132.8,497954.31,497964.31,497974.31,497984.31,497994.31,498004.31,498014.31,498024.31
2026-09,2032-09,72,accelerated_ai_load,443.55,96.0,113.76,9.18,1.316,109.31,53.81,501988.28,1136.15,502018.28,502028.28,502038.28,502048.28,502058.28,502068.28,502078.28,502088.28
2026-09,2032-10,73,accelerated_ai_load,447.92,96.0,114.94,0.35,1.314,108.94,54.05,502332.08,1138.02,502362.08,502372.08,502382.08,502392.08,502402.08,502412.08,502422.08,502432.08
2026-09,2032-11,74,accelerated_ai_load,461.31,96.0,115.25,-3.77,1.295,110.06,60.73,507142.1,1154.57,507172.1,507182.1,507192.1,507202.1,507212.1,507222.1,507232.1,507242.1
2026-09,2032-12,75,accelerated_ai_load,458.81,96.0,114.65,-3.95,1.322,110.24,57.54,511581.1,1166.21,511611.1,511621.1,511631.1,511641.1,511651.1,511661.1,511671.1,511681.1
2026-09,2033-01,76,accelerated_ai_load,466.58,96.0,115.51,-3.44,1.321,109.81,57.95,522409.13,1192.1,522439.13,522449.13,522459.13,522469.13,522479.13,522489.13,522499.13,522509.13
2026-09,2033-02,77,accelerated_ai_load,464.55,96.0,118.13,2.32,1.295,109.07,60.42,513583.23,1172.56,513613.23,513623.23,513633.23,513643.23,513653.23,513663.23,513673.23,513683.23
2026-09,2033-03,78,accelerated_ai_load,467.87,96.0,121.86,8.3,1.31,109.99,61.37,519930.08,1169.84,519960.08,519970.08,519980.08,519990.08,520000.08,520010.08,520020.08,520030.08
2026-09,2033-04,79,accelerated_ai_load,473.59,96.0,122.95,15.43,1.322,109.9,60.04,534195.71,1204.04,534225.71,534235.71,534245.71,534255.71,534265.71,534275.71,534285.71,534295.71
2026-09,2033-05,80,accelerated_ai_load,479.66,96.0,123.97,18.35,1.295,110.3,55.22,529226.82,1207.18,529256.82,529266.82,529276.82,529286.82,529296.82,529306.82,529316.82,529326.82
2026-09,2033-06,81,accelerated_ai_load,477.95,96.0,122.39,21.14,1.355,110.61,57.43,548059.16,1234.2,548089.16,548099.16,548109.16,548119.16,548129.16,548139.16,548149.16,548159.16
2026-09,2033-07,82,accelerated_ai_load,483.92,96.0,121.74,19.6,1.331,110.34,52.95,544585.39,1238.27,544615.39,544625.39,544635.39,544645.39,544655.39,544665.39,544675.39,544685.39
2026-09,2033-08,83,accelerated_ai_load,494.82,96.0,122.25,15.62,1.298,110.8,52.71,544585.43,1237.48,544615.43,544625.43,544635.43,544645.43,544655.43,544665.43,544675.43,544685.43
2026-09,2033-09,84,accelerated_ai_load,495.69,96.0,119.22,8.37,1.303,109.97,55.84,546948.23,1244.55,546978.23,546988.23,546998.23,547008.23,547018.23,547028.23,547038.23,547048.23
2026-09,2033-10,85,accelerated_ai_load,501.94,96.0,117.21,1.74,1.321,110.66,61.21,553563.01,1253.52,553593.01,553603.01,553613.01,553623.01,553633.01,553643.01,553653.01,553663.01
2026-09,2033-11,86,accelerated_ai_load,509.06,96.0,115.5,-1.98,1.306,111.63,59.73,554760.53,1267.4,554790.53,554800.53,554810.53,554820.53,554830.53,554840.53,554850.53,554860.53
2026-09,2033-12,87,accelerated_ai_load,516.57,96.0,115.54,-5.5,1.315,111.44,61.66,569084.73,1280.44,569114.73,569124.73,569134.73,569144.73,569154.73,569164.73,569174.73,569184.73
2026-09,2034-01,88,accelerated_ai_load,520.09,96.0,115.19,-2.92,1.312,110.68,66.01,570344.72,1304.78,570374.72,570384.72,570394.72,570404.72,570414.72,570424.72,570434.72,570444.72
2026-09,2034-02,89,accelerated_ai_load,523.66,96.0,114.02,2.32,1.326,111.28,65.34,577981.34,1311.48,578011.34,578021.34,578031.34,578041.34,578051.34,578061.34,578071.34,578081.34
2026-09,2034-03,90,accelerated_ai_load,534.65,96.0,114.19,8.0,1.317,111.85,70.0,586418.75,1337.55,586448.75,586458.75,586468.75,586478.75,586488.75,586498.75,586508.75,586518.75
2026-09,2034-04,91,accelerated_ai_load,530.64,96.0,115.53,14.34,1.319,111.04,67.58,585398.04,1329.48,585428.04,585438.04,585448.04,585458.04,585468.04,585478.04,585488.04,585498.04
2026-09,2034-05,92,accelerated_ai_load,538.1,96.0,116.03,20.0,1.304,111.95,59.41,588894.65,1344.85,588924.65,588934.65,588944.65,588954.65,588964.65,588974.65,588984.65,588994.65
2026-09,2034-06,93,accelerated_ai_load,533.81,96.0,116.78,23.24,1.394,112.48,64.43,620027.03,1403.51,620057.03,620067.03,620077.03,620087.03,620097.03,620107.03,620117.03,620127.03
2026-09,2034-07,94,accelerated_ai_load,531.16,96.0,121.25,19.12,1.338,111.9,58.16,594732.95,1347.38,594762.95,594772.95,594782.95,594792.95,594802.95,594812.95,594822.95,594832.95
2026-09,2034-08,95,accelerated_ai_load,542.37,96.0,120.22,15.27,1.311,111.29,57.85,594661.95,1350.58,594691.95,594701.95,594711.95,594721.95,594731.95,594741.95,594751.95,594761.95
2026-09,2034-09,96,accelerated_ai_load,549.48,96.0,124.98,9.18,1.305,112.28,64.07,597118.02,1365.82,597148.02,597158.02,597168.02,597178.02,597188.02,597198.02,597208.02,597218.02
2026-09,2034-10,97,accelerated_ai_load,551.74,96.0,125.12,2.65,1.309,112.44,63.16,600473.62,1359.91,600503.62,600513.62,600523.62,600533.62,600543.62,600553.62,600563.62,600573.62
2026-09,2034-11,98,accelerated_ai_load,567.76,96.0,125.34,-2.98,1.298,112.07,62.79,606563.31,1395.63,606593.31,606603.31,606613.31,606623.31,606633.31,606643.31,606653.31,606663.31
2026-09,2034-12,99,accelerated_ai_load,562.28,96.0,126.35,-4.2,1.321,112.91,66.99,614491.42,1413.13,614521.42,614531.42,614541.42,614551.42,614561.42,614571.42,614581.42,614591.42
2026-09,2035-01,100,accelerated_ai_load,568.51,96.0,125.23,-4.47,1.312,112.45,67.66,618017.78,1416.14,618047.78,618057.78,618067.78,618077.78,618087.78,618097.78,618107.78,618117.78
2026-09,2035-02,101,accelerated_ai_load,580.02,96.0,125.87,1.92,1.318,112.77,70.0,629669.7,1431.47,629699.7,629709.7,629719.7,629729.7,629739.7,629749.7,629759.7,629769.7
2026-09,2035-03,102,accelerated_ai_load,585.92,96.0,124.46,7.43,1.307,112.68,70.0,633482.58,1446.88,633512.58,633522.58,633532.58,633542.58,633552.58,633562.58,633572.58,633582.58
2026-09,2035-04,103,accelerated_ai_load,583.5,96.0,120.54,15.24,1.292,112.65,68.56,624524.37,1427.69,624554.37,624564.37,624574.37,624584.37,624594.37,624604.37,624614.37,624624.37
2026-09,2035-05,104,accelerated_ai_load,581.77,96.0,122.16,18.92,1.311,113.29,66.93,634808.92,1444.08,634838.92,634848.92,634858.92,634868.92,634878.92,634888.92,634898.92,634908.92
2026-09,2035-06,105,accelerated_ai_load,600.62,96.0,119.28,19.07,1.317,112.92,65.82,652933.29,1494.69,652963.29,652973.29,652983.29,652993.29,653003.29,653013.29,653023.29,653033.29
2026-09,2035-07,106,accelerated_ai_load,598.38,96.0,116.28,17.83,1.312,113.11,62.95,651218.13,1489.16,651248.13,651258.13,651268.13,651278.13,651288.13,651298.13,651308.13,651318.13
2026-09,2035-08,107,accelerated_ai_load,595.89,96.0,118.4,15.0,1.305,113.7,65.29,646434.82,1476.37,646464.82,646474.82,646484.82,646494.82,646504.82,646514.82,646524.82,646534.82
2026-09,2035-09,108,accelerated_ai_load,605.4,96.0,118.41,8.26,1.325,113.56,63.46,655851.88,1489.22,655881.88,655891.88,655901.88,655911.88,655921.88,655931.88,655941.88,655951.88
2026-09,2035-10,109,accelerated_ai_load,601.23,96.0,118.4,1.9,1.325,113.74,68.46,654225.97,1498.69,654255.97,654265.97,654275.97,654285.97,654295.97,654305.97,654315.97,654325.97
2026-09,2035-11,110,accelerated_ai_load,608.07,96.0,120.99,-3.28,1.293,113.64,69.8,646773.54,1482.14,646803.54,646813.54,646823.54,646833.54,646843.54,646853.54,646863.54,646873.54
2026-09,2035-12,111,accelerated_ai_load,623.23,96.0,121.42,-4.32,1.326,114.46,70.0,672928.46,1532.49,672958.46,672968.46,672978.46,672988.46,672998.46,673008.46,673018.46,673028.46
2026-09,2036-01,112,accelerated_ai_load,619.14,96.0,123.83,-2.54,1.317,113.78,70.0,666492.85,1524.65,666522.85,666532.85,666542.85,666552.85,666562.85,666572.85,666582.85,666592.85
2026-09,2036-02,113,accelerated_ai_load,622.59,96.0,124.45,0.93,1.325,114.26,70.0,675436.48,1547.14,675466.48,675476.48,675486.48,675496.48,675506.48,675516.48,675526.48,675536.48
2026-09,2036-03,114,accelerated_ai_load,621.31,96.0,125.55,8.75,1.3,114.07,70.0,664343.38,1520.56,664373.38,664383.38,664393.38,664403.38,664413.38,664423.38,664433.38,664443.38
2026-09,2036-04,115,accelerated_ai_load,624.25,96.0,127.63,14.72,1.308,114.33,70.0,673115.32,1524.13,673145.32,673155.32,673165.32,673175.32,673185.32,673195.32,673205.32,673215.32
2026-09,2036-05,116,accelerated_ai_load,638.92,96.0,129.67,18.77,1.306,114.32,70.0,685002.32,1564.74,685032.32,685042.32,685052.32,685062.32,685072.32,685082.32,685092.32,685102.32
2026-09,2036-06,117,accelerated_ai_load,644.03,96.0,130.53,20.94,1.315,114.6,70.0,694188.89,1580.86,694218.89,694228.89,694238.89,694248.89,694258.89,694268.89,694278.89,694288.89
2026-09,2036-07,118,accelerated_ai_load,640.0,96.0,128.66,19.54,1.318,114.79,70.0,690946.51,1572.75,690976.51,690986.51,690996.51,691006.51,691016.51,691026.51,691036.51,691046.51
2026-09,2036-08,119,accelerated_ai_load,649.51,96.0,127.47,13.66,1.317,114.88,68.85,700874.9,1609.84,700904.9,700914.9,700924.9,700934.9,700944.9,700954.9,700964.9,700974.9
2026-09,2036-09,120,accelerated_ai_load,654.24,96.0,124.82,9.77,1.325,114.96,67.03,707530.48,1612.33,707560.48,707570.48,707580.48,707590.48,707600.48,707610.48,707620.48,707630.48
2026-09,2036-10,121,accelerated_ai_load,656.19,96.0,125.64,2.08,1.304,114.57,70.0,698268.04,1589.68,698298.04,698308.04,698318.04,698328.04,698338.04,698348.04,698358.04,698368.04
2026-09,2036-11,122,accelerated_ai_load,662.43,96.0,122.14,-2.32,1.314,115.13,70.0,704875.95,1614.68,704905.95,704915.95,704925.95,704935.95,704945.95,704955.95,704965.95,704975.95
2026-09,2036-12,123,accelerated_ai_load,659.85,96.0,123.28,-4.02,1.311,115.95,70.0,703081.99,1610.79,703111.99,703121.99,703131.99,703141.99,703151.99,703161.99,703171.99,703181.99
2026-12,2027-01,1,uncertain_connection,177.19,64.49,107.29,-4.46,1.313,101.51,30.47,182390.84,423.06,182420.84,182430.84,182440.84,182450.84,182460.84,182470.84,182480.84,182490.84
2026-12,2027-02,2,accelerated_ai_load,193.88,73.26,108.24,-0.31,1.3,101.26,32.22,210009.15,487.04,210039.15,210049.15,210059.15,210069.15,210079.15,210089.15,210099.15,210109.15
2026-12,2027-03,3,uncertain_connection,191.17,70.42,112.29,8.61,1.328,101.83,33.62,208849.97,479.68,208879.97,208889.97,208899.97,208909.97,208919.97,208929.97,208939.97,208949.97
2026-12,2027-04,4,accelerated_ai_load,210.33,75.51,111.99,14.23,1.3,102.08,36.83,231012.14,532.68,231042.14,231052.14,231062.14,231072.14,231082.14,231092.14,231102.14,231112.14
2026-12,2027-05,5,accelerated_ai_load,198.68,82.19,114.2,18.76,1.331,102.53,31.47,240097.37,534.43,240127.37,240137.37,240147.37,240157.37,240167.37,240177.37,240187.37,240197.37
2026-12,2027-06,6,accelerated_ai_load,199.41,82.01,113.8,21.76,1.329,101.82,32.63,239556.75,545.03,239586.75,239596.75,239606.75,239616.75,239626.75,239636.75,239646.75,239656.75
2026-12,2027-07,7,accelerated_ai_load,208.32,82.64,113.65,18.5,1.291,102.49,26.78,242220.62,551.22,242250.62,242260.62,242270.62,242280.62,242290.62,242300.62,242310.62,242320.62
2026-12,2027-08,8,accelerated_ai_load,215.92,73.72,112.46,14.66,1.319,101.79,19.91,234419.79,541.33,234449.79,234459.79,234469.79,234479.79,234489.79,234499.79,234509.79,234519.79
2026-12,2027-09,9,accelerated_ai_load,229.47,75.46,111.97,8.65,1.304,102.74,26.7,242891.34,551.92,242921.34,242931.34,242941.34,242951.34,242961.34,242971.34,242981.34,242991.34
2026-12,2027-10,10,uncertain_connection,232.64,67.48,109.41,0.3,1.316,102.07,28.92,231214.07,533.91,231244.07,231254.07,231264.07,231274.07,231284.07,231294.07,231304.07,231314.07
2026-12,2027-11,11,uncertain_connection,228.16,70.0,108.65,-3.94,1.319,101.83,32.46,230465.19,517.32,230495.19,230505.19,230515.19,230525.19,230535.19,230545.19,230555.19,230565.19
2026-12,2027-12,12,uncertain_connection,231.03,65.08,105.41,-5.0,1.306,102.9,35.89,222234.73,510.64,222264.73,222274.73,222284.73,222294.73,222304.73,222314.73,222324.73,222334.73
2026-12,2028-01,13,uncertain_connection,234.88,71.09,103.68,-3.2,1.32,103.19,37.76,240235.76,550.66,240265.76,240275.76,240285.76,240295.76,240305.76,240315.76,240325.76,240335.76
2026-12,2028-02,14,accelerated_ai_load,235.31,75.45,104.03,1.68,1.316,103.54,37.87,251216.96,571.14,251246.96,251256.96,251266.96,251276.96,251286.96,251296.96,251306.96,251316.96
2026-12,2028-03,15,accelerated_ai_load,243.11,86.57,104.29,8.36,1.309,102.68,40.03,285591.32,644.13,285621.32,285631.32,285641.32,285651.32,285661.32,285671.32,285681.32,285691.32
2026-12,2028-04,16,accelerated_ai_load,247.15,91.54,105.61,14.67,1.299,103.4,37.53,296477.35,658.96,296507.35,296517.35,296527.35,296537.35,296547.35,296557.35,296567.35,296577.35
2026-12,2028-05,17,accelerated_ai_load,248.74,96.0,107.57,18.32,1.304,104.13,32.23,313532.3,699.36,313562.3,313572.3,313582.3,313592.3,313602.3,313612.3,313622.3,313632.3
2026-12,2028-06,18,accelerated_ai_load,262.76,89.4,109.49,22.29,1.342,103.99,31.19,318286.0,708.83,318316.0,318326.0,318336.0,318346.0,318356.0,318366.0,318376.0,318386.0
2026-12,2028-07,19,accelerated_ai_load,254.96,96.0,110.3,19.72,1.315,102.84,33.82,319828.5,718.02,319858.5,319868.5,319878.5,319888.5,319898.5,319908.5,319918.5,319928.5
2026-12,2028-08,20,accelerated_ai_load,267.4,90.37,111.11,16.9,1.297,103.82,35.58,312347.03,698.36,312377.03,312387.03,312397.03,312407.03,312417.03,312427.03,312437.03,312447.03
2026-12,2028-09,21,accelerated_ai_load,272.33,92.56,114.17,7.9,1.305,103.67,31.19,321231.0,724.21,321261.0,321271.0,321281.0,321291.0,321301.0,321311.0,321321.0,321331.0
2026-12,2028-10,22,accelerated_ai_load,270.29,92.86,114.54,1.36,1.315,103.95,35.0,322361.16,731.55,322391.16,322401.16,322411.16,322421.16,322431.16,322441.16,322451.16,322461.16
2026-12,2028-11,23,accelerated_ai_load,273.82,87.15,116.32,-3.65,1.31,104.11,36.93,307117.88,698.61,307147.88,307157.88,307167.88,307177.88,307187.88,307197.88,307207.88,307217.88
2026-12,2028-12,24,accelerated_ai_load,280.74,89.5,116.07,-3.78,1.301,103.85,39.68,317462.69,727.61,317492.69,317502.69,317512.69,317522.69,317532.69,317542.69,317552.69,317562.69
2026-12,2029-01,25,accelerated_ai_load,290.39,77.8,116.25,-4.34,1.312,104.43,43.28,296585.98,690.44,296615.98,296625.98,296635.98,296645.98,296655.98,296665.98,296675.98,296685.98
2026-12,2029-02,26,accelerated_ai_load,290.94,87.64,115.91,2.2,1.303,104.32,43.18,324650.86,738.59,324680.86,324690.86,324700.86,324710.86,324720.86,324730.86,324740.86,324750.86
2026-12,2029-03,27,accelerated_ai_load,296.34,86.92,114.23,8.34,1.32,104.59,44.06,330884.86,751.99,330914.86,330924.86,330934.86,330944.86,330954.86,330964.86,330974.86,330984.86
2026-12,2029-04,28,accelerated_ai_load,297.33,93.0,111.93,13.36,1.301,104.19,44.4,347137.96,782.93,347167.96,347177.96,347187.96,347197.96,347207.96,347217.96,347227.96,347237.96
2026-12,2029-05,29,accelerated_ai_load,306.91,89.76,109.69,18.86,1.329,105.56,39.46,353527.13,794.0,353557.13,353567.13,353577.13,353587.13,353597.13,353607.13,353617.13,353627.13
2026-12,2029-06,30,accelerated_ai_load,308.52,96.0,107.97,20.46,1.318,105.12,39.76,373088.48,832.62,373118.48,373128.48,373138.48,373148.48,373158.48,373168.48,373178.48,373188.48
2026-12,2029-07,31,accelerated_ai_load,313.15,96.0,107.04,18.8,1.319,105.04,40.33,377127.65,852.42,377157.65,377167.65,377177.65,377187.65,377197.65,377207.65,377217.65,377227.65
2026-12,2029-08,32,accelerated_ai_load,311.17,96.0,106.95,15.02,1.308,105.59,32.79,368900.33,819.09,368930.33,368940.33,368950.33,368960.33,368970.33,368980.33,368990.33,369000.33
2026-12,2029-09,33,accelerated_ai_load,323.05,96.0,108.84,7.46,1.316,105.85,40.23,383166.35,861.17,383196.35,383206.35,383216.35,383226.35,383236.35,383246.35,383256.35,383266.35
2026-12,2029-10,34,accelerated_ai_load,328.03,96.0,108.26,4.08,1.304,105.5,41.41,380061.21,860.94,380091.21,380101.21,380111.21,380121.21,380131.21,380141.21,380151.21,380161.21
2026-12,2029-11,35,accelerated_ai_load,322.88,96.0,111.11,-5.78,1.316,105.4,38.87,379584.62,856.47,379614.62,379624.62,379634.62,379644.62,379654.62,379664.62,379674.62,379684.62
2026-12,2029-12,36,accelerated_ai_load,331.68,96.0,111.05,-6.0,1.331,105.56,46.45,393950.7,894.05,393980.7,393990.7,394000.7,394010.7,394020.7,394030.7,394040.7,394050.7
2026-12,2030-01,37,accelerated_ai_load,341.72,96.0,112.97,-1.77,1.319,105.5,48.19,398030.06,895.11,398060.06,398070.06,398080.06,398090.06,398100.06,398110.06,398120.06,398130.06
2026-12,2030-02,38,accelerated_ai_load,343.12,96.0,113.86,1.78,1.315,104.7,47.01,399146.84,897.86,399176.84,399186.84,399196.84,399206.84,399216.84,399226.84,399236.84,399246.84
2026-12,2030-03,39,accelerated_ai_load,353.17,95.27,118.29,8.49,1.29,106.34,45.06,401786.5,905.73,401816.5,401826.5,401836.5,401846.5,401856.5,401866.5,401876.5,401886.5
2026-12,2030-04,40,accelerated_ai_load,359.3,95.52,118.25,15.07,1.317,106.15,41.91,418070.88,954.33,418100.88,418110.88,418120.88,418130.88,418140.88,418150.88,418160.88,418170.88
2026-12,2030-05,41,accelerated_ai_load,352.0,96.0,120.44,20.06,1.307,107.33,42.52,413795.15,924.57,413825.15,413835.15,413845.15,413855.15,413865.15,413875.15,413885.15,413895.15
2026-12,2030-06,42,accelerated_ai_load,361.35,96.0,118.35,22.24,1.356,106.69,41.41,435177.23,975.54,435207.23,435217.23,435227.23,435237.23,435247.23,435257.23,435267.23,435277.23
2026-12,2030-07,43,accelerated_ai_load,363.07,96.0,117.3,20.4,1.322,106.66,40.79,427676.92,976.17,427706.92,427716.92,427726.92,427736.92,427746.92,427756.92,427766.92,427776.92
2026-12,2030-08,44,accelerated_ai_load,374.1,96.0,117.1,13.49,1.324,106.78,42.94,436268.78,993.58,436298.78,436308.78,436318.78,436328.78,436338.78,436348.78,436358.78,436368.78
2026-12,2030-09,45,accelerated_ai_load,378.34,96.0,115.4,8.94,1.311,106.38,43.8,434674.05,997.31,434704.05,434714.05,434724.05,434734.05,434744.05,434754.05,434764.05,434774.05
2026-12,2030-10,46,accelerated_ai_load,373.65,96.0,112.45,2.05,1.316,106.82,43.48,428802.01,966.0,428832.01,428842.01,428852.01,428862.01,428872.01,428882.01,428892.01,428902.01
2026-12,2030-11,47,accelerated_ai_load,380.9,96.0,112.36,-3.44,1.307,107.4,46.29,434185.68,980.72,434215.68,434225.68,434235.68,434245.68,434255.68,434265.68,434275.68,434285.68
2026-12,2030-12,48,accelerated_ai_load,384.04,96.0,111.18,-5.88,1.321,107.09,48.38,442936.38,994.28,442966.38,442976.38,442986.38,442996.38,443006.38,443016.38,443026.38,443036.38
2026-12,2031-01,49,accelerated_ai_load,392.26,96.0,112.05,-2.71,1.314,106.91,53.51,444239.76,992.16,444269.76,444279.76,444289.76,444299.76,444309.76,444319.76,444329.76,444339.76
2026-12,2031-02,50,accelerated_ai_load,392.99,96.0,111.18,0.26,1.305,107.37,51.14,445794.04,1021.66,445824.04,445834.04,445844.04,445854.04,445864.04,445874.04,445884.04,445894.04
2026-12,2031-03,51,accelerated_ai_load,406.66,96.0,113.21,10.08,1.325,107.06,52.9,468389.2,1066.92,468419.2,468429.2,468439.2,468449.2,468459.2,468469.2,468479.2,468489.2
2026-12,2031-04,52,accelerated_ai_load,397.13,96.0,111.57,15.29,1.297,107.64,49.83,449266.83,1018.05,449296.83,449306.83,449316.83,449326.83,449336.83,449346.83,449356.83,449366.83
