forecast_cycle,forecast_period,months_ahead,scenario,feature_1_data_center_committed_mw,feature_2_grid_connection_probability_pct,feature_3_power_price_index,feature_4_avg_temperature_c,feature_5_cooling_efficiency_pue,feature_6_industrial_growth_index,feature_7_renewable_availability_pct,target_1_total_load_mwh,target_2_peak_load_mw,target_3_synthetic,target_4_synthetic,target_5_synthetic,target_6_synthetic,target_7_synthetic,target_8_synthetic,target_9_synthetic,target_10_synthetic,target_11_synthetic,target_12_synthetic,target_13_synthetic,target_14_synthetic,target_15_synthetic,target_16_synthetic,target_17_synthetic,target_18_synthetic,target_19_synthetic,target_20_synthetic,target_21_synthetic,target_22_synthetic,target_23_synthetic,target_24_synthetic,target_25_synthetic
2026-06,2042-12,198,accelerated_ai_load,944.59,96.0,131.88,-5.11,1.312,123.14,70.0,978306.76,2246.64,978336.76,978346.76,978356.76,978366.76,978376.76,978386.76,978396.76,978406.76,978416.76,978426.76,978436.76,978446.76,978456.76,978466.76,978476.76,978486.76,978496.76,978506.76,978516.76,978526.76,978536.76,978546.76,978556.76
2026-06,2043-01,199,accelerated_ai_load,948.23,96.0,130.73,-3.02,1.314,123.65,70.0,982585.43,2251.1,982615.43,982625.43,982635.43,982645.43,982655.43,982665.43,982675.43,982685.43,982695.43,982705.43,982715.43,982725.43,982735.43,982745.43,982755.43,982765.43,982775.43,982785.43,982795.43,982805.43,982815.43,982825.43,982835.43
2026-06,2043-02,200,accelerated_ai_load,954.4,96.0,132.14,2.22,1.314,123.76,70.0,988817.27,2272.66,988847.27,988857.27,988867.27,988877.27,988887.27,988897.27,988907.27,988917.27,988927.27,988937.27,988947.27,988957.27,988967.27,988977.27,988987.27,988997.27,989007.27,989017.27,989027.27,989037.27,989047.27,989057.27,989067.27
2026-06,2043-03,201,accelerated_ai_load,963.52,96.0,129.39,7.19,1.312,123.64,70.0,999057.06,2297.88,999087.06,999097.06,999107.06,999117.06,999127.06,999137.06,999147.06,999157.06,999167.06,999177.06,999187.06,999197.06,999207.06,999217.06,999227.06,999237.06,999247.06,999257.06,999267.06,999277.06,999287.06,999297.06,999307.06
2026-06,2043-04,202,accelerated_ai_load,970.09,96.0,130.12,15.72,1.305,123.52,70.0,1002975.91,2292.6,1003005.91,1003015.91,1003025.91,1003035.91,1003045.91,1003055.91,1003065.91,1003075.91,1003085.91,1003095.91,1003105.91,1003115.91,1003125.91,1003135.91,1003145.91,1003155.91,1003165.91,1003175.91,1003185.91,1003195.91,1003205.91,1003215.91,1003225.91
2026-06,2043-05,203,accelerated_ai_load,969.59,96.0,132.51,19.0,1.33,123.63,70.0,1020444.15,2339.4,1020474.15,1020484.15,1020494.15,1020504.15,1020514.15,1020524.15,1020534.15,1020544.15,1020554.15,1020564.15,1020574.15,1020584.15,1020594.15,1020604.15,1020614.15,1020624.15,1020634.15,1020644.15,1020654.15,1020664.15,1020674.15,1020684.15,1020694.15
2026-06,2043-06,204,accelerated_ai_load,968.07,96.0,133.96,20.08,1.303,124.27,70.0,999030.2,2296.05,999060.2,999070.2,999080.2,999090.2,999100.2,999110.2,999120.2,999130.2,999140.2,999150.2,999160.2,999170.2,999180.2,999190.2,999200.2,999210.2,999220.2,999230.2,999240.2,999250.2,999260.2,999270.2,999280.2
2026-06,2043-07,205,accelerated_ai_load,970.67,96.0,136.11,19.47,1.307,124.08,70.0,1006464.03,2314.32,1006494.03,1006504.03,1006514.03,1006524.03,1006534.03,1006544.03,1006554.03,1006564.03,1006574.03,1006584.03,1006594.03,1006604.03,1006614.03,1006624.03,1006634.03,1006644.03,1006654.03,1006664.03,1006674.03,1006684.03,1006694.03,1006704.03,1006714.03
2026-06,2043-08,206,accelerated_ai_load,978.24,96.0,140.12,15.57,1.321,124.82,70.0,1019822.45,2340.83,1019852.45,1019862.45,1019872.45,1019882.45,1019892.45,1019902.45,1019912.45,1019922.45,1019932.45,1019942.45,1019952.45,1019962.45,1019972.45,1019982.45,1019992.45,1020002.45,1020012.45,1020022.45,1020032.45,1020042.45,1020052.45,1020062.45,1020072.45
2026-06,2043-09,207,accelerated_ai_load,984.45,96.0,140.76,7.99,1.308,123.65,70.0,1016538.54,2338.52,1016568.54,1016578.54,1016588.54,1016598.54,1016608.54,1016618.54,1016628.54,1016638.54,1016648.54,1016658.54,1016668.54,1016678.54,1016688.54,1016698.54,1016708.54,1016718.54,1016728.54,1016738.54,1016748.54,1016758.54,1016768.54,1016778.54,1016788.54
2026-06,2043-10,208,accelerated_ai_load,988.46,96.0,138.46,1.69,1.3,125.07,70.0,1012426.67,2340.26,1012456.67,1012466.67,1012476.67,1012486.67,1012496.67,1012506.67,1012516.67,1012526.67,1012536.67,1012546.67,1012556.67,1012566.67,1012576.67,1012586.67,1012596.67,1012606.67,1012616.67,1012626.67,1012636.67,1012646.67,1012656.67,1012666.67,1012676.67
2026-06,2043-11,209,accelerated_ai_load,988.96,96.0,140.39,-3.91,1.314,124.92,70.0,1020179.11,2349.79,1020209.11,1020219.11,1020229.11,1020239.11,1020249.11,1020259.11,1020269.11,1020279.11,1020289.11,1020299.11,1020309.11,1020319.11,1020329.11,1020339.11,1020349.11,1020359.11,1020369.11,1020379.11,1020389.11,1020399.11,1020409.11,1020419.11,1020429.11
2026-06,2043-12,210,accelerated_ai_load,986.52,96.0,142.58,-4.84,1.304,124.87,70.0,1012428.69,2332.51,1012458.69,1012468.69,1012478.69,1012488.69,1012498.69,1012508.69,1012518.69,1012528.69,1012538.69,1012548.69,1012558.69,1012568.69,1012578.69,1012588.69,1012598.69,1012608.69,1012618.69,1012628.69,1012638.69,1012648.69,1012658.69,1012668.69,1012678.69
2026-06,2044-01,211,accelerated_ai_load,996.79,96.0,141.58,-3.61,1.308,125.36,70.0,1024125.7,2349.39,1024155.7,1024165.7,1024175.7,1024185.7,1024195.7,1024205.7,1024215.7,1024225.7,1024235.7,1024245.7,1024255.7,1024265.7,1024275.7,1024285.7,1024295.7,1024305.7,1024315.7,1024325.7,1024335.7,1024345.7,1024355.7,1024365.7,1024375.7
2026-06,2044-02,212,accelerated_ai_load,995.66,96.0,141.24,2.57,1.331,125.29,70.0,1042687.28,2389.07,1042717.28,1042727.28,1042737.28,1042747.28,1042757.28,1042767.28,1042777.28,1042787.28,1042797.28,1042807.28,1042817.28,1042827.28,1042837.28,1042847.28,1042857.28,1042867.28,1042877.28,1042887.28,1042897.28,1042907.28,1042917.28,1042927.28,1042937.28
2026-06,2044-03,213,accelerated_ai_load,1001.34,96.0,139.75,8.31,1.301,126.23,70.0,1026117.99,2368.4,1026147.99,1026157.99,1026167.99,1026177.99,1026187.99,1026197.99,1026207.99,1026217.99,1026227.99,1026237.99,1026247.99,1026257.99,1026267.99,1026277.99,1026287.99,1026297.99,1026307.99,1026317.99,1026327.99,1026337.99,1026347.99,1026357.99,1026367.99
2026-06,2044-04,214,accelerated_ai_load,1013.45,96.0,137.17,13.2,1.332,125.56,70.0,1060460.72,2426.01,1060490.72,1060500.72,1060510.72,1060520.72,1060530.72,1060540.72,1060550.72,1060560.72,1060570.72,1060580.72,1060590.72,1060600.72,1060610.72,1060620.72,1060630.72,1060640.72,1060650.72,1060660.72,1060670.72,1060680.72,1060690.72,1060700.72,1060710.72
2026-06,2044-05,215,accelerated_ai_load,1014.03,96.0,135.05,20.58,1.337,124.85,70.0,1068225.43,2454.51,1068255.43,1068265.43,1068275.43,1068285.43,1068295.43,1068305.43,1068315.43,1068325.43,1068335.43,1068345.43,1068355.43,1068365.43,1068375.43,1068385.43,1068395.43,1068405.43,1068415.43,1068425.43,1068435.43,1068445.43,1068455.43,1068465.43,1068475.43
2026-06,2044-06,216,accelerated_ai_load,1021.12,96.0,134.39,20.13,1.319,125.91,70.0,1066318.58,2436.96,1066348.58,1066358.58,1066368.58,1066378.58,1066388.58,1066398.58,1066408.58,1066418.58,1066428.58,1066438.58,1066448.58,1066458.58,1066468.58,1066478.58,1066488.58,1066498.58,1066508.58,1066518.58,1066528.58,1066538.58,1066548.58,1066558.58,1066568.58
2026-06,2044-07,217,accelerated_ai_load,1033.41,96.0,133.2,19.38,1.328,125.34,70.0,1080636.15,2479.72,1080666.15,1080676.15,1080686.15,1080696.15,1080706.15,1080716.15,1080726.15,1080736.15,1080746.15,1080756.15,1080766.15,1080776.15,1080786.15,1080796.15,1080806.15,1080816.15,1080826.15,1080836.15,1080846.15,1080856.15,1080866.15,1080876.15,1080886.15
2026-06,2044-08,218,accelerated_ai_load,1025.44,96.0,132.96,14.62,1.302,125.49,70.0,1052927.84,2426.45,1052957.84,1052967.84,1052977.84,1052987.84,1052997.84,1053007.84,1053017.84,1053027.84,1053037.84,1053047.84,1053057.84,1053067.84,1053077.84,1053087.84,1053097.84,1053107.84,1053117.84,1053127.84,1053137.84,1053147.84,1053157.84,1053167.84,1053177.84
2026-06,2044-09,219,accelerated_ai_load,1025.02,96.0,133.36,9.37,1.327,125.74,70.0,1070630.99,2459.24,1070660.99,1070670.99,1070680.99,1070690.99,1070700.99,1070710.99,1070720.99,1070730.99,1070740.99,1070750.99,1070760.99,1070770.99,1070780.99,1070790.99,1070800.99,1070810.99,1070820.99,1070830.99,1070840.99,1070850.99,1070860.99,1070870.99,1070880.99
2026-06,2044-10,220,accelerated_ai_load,1032.08,96.0,135.18,0.96,1.331,125.83,70.0,1076722.04,2466.65,1076752.04,1076762.04,1076772.04,1076782.04,1076792.04,1076802.04,1076812.04,1076822.04,1076832.04,1076842.04,1076852.04,1076862.04,1076872.04,1076882.04,1076892.04,1076902.04,1076912.04,1076922.04,1076932.04,1076942.04,1076952.04,1076962.04,1076972.04
2026-06,2044-11,221,accelerated_ai_load,1042.89,96.0,136.63,-2.0,1.318,126.42,70.0,1076749.8,2473.52,1076779.8,1076789.8,1076799.8,1076809.8,1076819.8,1076829.8,1076839.8,1076849.8,1076859.8,1076869.8,1076879.8,1076889.8,1076899.8,1076909.8,1076919.8,1076929.8,1076939.8,1076949.8,1076959.8,1076969.8,1076979.8,1076989.8,1076999.8
2026-06,2044-12,222,accelerated_ai_load,1041.03,96.0,135.9,-4.52,1.306,126.92,70.0,1067283.11,2456.72,1067313.11,1067323.11,1067333.11,1067343.11,1067353.11,1067363.11,1067373.11,1067383.11,1067393.11,1067403.11,1067413.11,1067423.11,1067433.11,1067443.11,1067453.11,1067463.11,1067473.11,1067483.11,1067493.11,1067503.11,1067513.11,1067523.11,1067533.11
2026-06,2045-01,223,accelerated_ai_load,1047.15,96.0,139.58,-2.51,1.31,125.63,70.0,1076186.97,2474.53,1076216.97,1076226.97,1076236.97,1076246.97,1076256.97,1076266.97,1076276.97,1076286.97,1076296.97,1076306.97,1076316.97,1076326.97,1076336.97,1076346.97,1076356.97,1076366.97,1076376.97,1076386.97,1076396.97,1076406.97,1076416.97,1076426.97,1076436.97
2026-06,2045-02,224,accelerated_ai_load,1052.56,96.0,141.93,0.37,1.319,126.61,70.0,1086412.05,2505.08,1086442.05,1086452.05,1086462.05,1086472.05,1086482.05,1086492.05,1086502.05,1086512.05,1086522.05,1086532.05,1086542.05,1086552.05,1086562.05,1086572.05,1086582.05,1086592.05,1086602.05,1086612.05,1086622.05,1086632.05,1086642.05,1086652.05,1086662.05
2026-06,2045-03,225,accelerated_ai_load,1052.7,96.0,142.62,9.05,1.318,126.61,70.0,1090537.44,2500.59,1090567.44,1090577.44,1090587.44,1090597.44,1090607.44,1090617.44,1090627.44,1090637.44,1090647.44,1090657.44,1090667.44,1090677.44,1090687.44,1090697.44,1090707.44,1090717.44,1090727.44,1090737.44,1090747.44,1090757.44,1090767.44,1090777.44,1090787.44
2026-06,2045-04,226,accelerated_ai_load,1057.61,96.0,143.84,12.07,1.291,126.19,70.0,1075993.36,2474.24,1076023.36,1076033.36,1076043.36,1076053.36,1076063.36,1076073.36,1076083.36,1076093.36,1076103.36,1076113.36,1076123.36,1076133.36,1076143.36,1076153.36,1076163.36,1076173.36,1076183.36,1076193.36,1076203.36,1076213.36,1076223.36,1076233.36,1076243.36
2026-06,2045-05,227,accelerated_ai_load,1063.94,96.0,144.63,19.01,1.327,126.27,70.0,1112633.67,2547.12,1112663.67,1112673.67,1112683.67,1112693.67,1112703.67,1112713.67,1112723.67,1112733.67,1112743.67,1112753.67,1112763.67,1112773.67,1112783.67,1112793.67,1112803.67,1112813.67,1112823.67,1112833.67,1112843.67,1112853.67,1112863.67,1112873.67,1112883.67
2026-06,2045-06,228,accelerated_ai_load,1072.66,96.0,142.98,20.82,1.347,127.29,70.0,1134178.91,2586.43,1134208.91,1134218.91,1134228.91,1134238.91,1134248.91,1134258.91,1134268.91,1134278.91,1134288.91,1134298.91,1134308.91,1134318.91,1134328.91,1134338.91,1134348.91,1134358.91,1134368.91,1134378.91,1134388.91,1134398.91,1134408.91,1134418.91,1134428.91
2026-06,2045-07,229,accelerated_ai_load,1071.08,96.0,144.65,18.98,1.315,126.97,70.0,1108435.42,2544.66,1108465.42,1108475.42,1108485.42,1108495.42,1108505.42,1108515.42,1108525.42,1108535.42,1108545.42,1108555.42,1108565.42,1108575.42,1108585.42,1108595.42,1108605.42,1108615.42,1108625.42,1108635.42,1108645.42,1108655.42,1108665.42,1108675.42,1108685.42
2026-06,2045-08,230,accelerated_ai_load,1076.96,96.0,145.58,12.12,1.327,127.61,70.0,1120013.55,2573.75,1120043.55,1120053.55,1120063.55,1120073.55,1120083.55,1120093.55,1120103.55,1120113.55,1120123.55,1120133.55,1120143.55,1120153.55,1120163.55,1120173.55,1120183.55,1120193.55,1120203.55,1120213.55,1120223.55,1120233.55,1120243.55,1120253.55,1120263.55
2026-06,2045-09,231,accelerated_ai_load,1074.93,96.0,141.21,7.12,1.3,127.66,70.0,1095325.58,2523.4,1095355.58,1095365.58,1095375.58,1095385.58,1095395.58,1095405.58,1095415.58,1095425.58,1095435.58,1095445.58,1095455.58,1095465.58,1095475.58,1095485.58,1095495.58,1095505.58,1095515.58,1095525.58,1095535.58,1095545.58,1095555.58,1095565.58,1095575.58
2026-06,2045-10,232,accelerated_ai_load,1087.66,96.0,141.4,2.92,1.323,128.42,70.0,1125395.91,2581.99,1125425.91,1125435.91,1125445.91,1125455.91,1125465.91,1125475.91,1125485.91,1125495.91,1125505.91,1125515.91,1125525.91,1125535.91,1125545.91,1125555.91,1125565.91,1125575.91,1125585.91,1125595.91,1125605.91,1125615.91,1125625.91,1125635.91,1125645.91
2026-06,2045-11,233,accelerated_ai_load,1097.78,96.0,138.79,-3.68,1.322,128.49,70.0,1134492.08,2604.35,1134522.08,1134532.08,1134542.08,1134552.08,1134562.08,1134572.08,1134582.08,1134592.08,1134602.08,1134612.08,1134622.08,1134632.08,1134642.08,1134652.08,1134662.08,1134672.08,1134682.08,1134692.08,1134702.08,1134712.08,1134722.08,1134732.08,1134742.08
2026-06,2045-12,234,accelerated_ai_load,1091.64,96.0,139.38,-6.67,1.314,128.63,70.0,1123404.99,2583.98,1123434.99,1123444.99,1123454.99,1123464.99,1123474.99,1123484.99,1123494.99,1123504.99,1123514.99,1123524.99,1123534.99,1123544.99,1123554.99,1123564.99,1123574.99,1123584.99,1123594.99,1123604.99,1123614.99,1123624.99,1123634.99,1123644.99,1123654.99
2026-06,2046-01,235,accelerated_ai_load,1103.09,96.0,134.87,-4.27,1.328,127.45,70.0,1140902.84,2620.9,1140932.84,1140942.84,1140952.84,1140962.84,1140972.84,1140982.84,1140992.84,1141002.84,1141012.84,1141022.84,1141032.84,1141042.84,1141052.84,1141062.84,1141072.84,1141082.84,1141092.84,1141102.84,1141112.84,1141122.84,1141132.84,1141142.84,1141152.84
2026-06,2046-02,236,accelerated_ai_load,1101.32,96.0,136.37,0.01,1.299,127.93,70.0,1120644.11,2581.47,1120674.11,1120684.11,1120694.11,1120704.11,1120714.11,1120724.11,1120734.11,1120744.11,1120754.11,1120764.11,1120774.11,1120784.11,1120794.11,1120804.11,1120814.11,1120824.11,1120834.11,1120844.11,1120854.11,1120864.11,1120874.11,1120884.11,1120894.11
2026-06,2046-03,237,accelerated_ai_load,1111.82,96.0,136.07,6.57,1.32,127.77,70.0,1148607.1,2639.88,1148637.1,1148647.1,1148657.1,1148667.1,1148677.1,1148687.1,1148697.1,1148707.1,1148717.1,1148727.1,1148737.1,1148747.1,1148757.1,1148767.1,1148777.1,1148787.1,1148797.1,1148807.1,1148817.1,1148827.1,1148837.1,1148847.1,1148857.1
2026-06,2046-04,238,accelerated_ai_load,1108.19,96.0,138.31,14.09,1.312,127.99,70.0,1139413.33,2626.95,1139443.33,1139453.33,1139463.33,1139473.33,1139483.33,1139493.33,1139503.33,1139513.33,1139523.33,1139533.33,1139543.33,1139553.33,1139563.33,1139573.33,1139583.33,1139593.33,1139603.33,1139613.33,1139623.33,1139633.33,1139643.33,1139653.33,1139663.33
2026-06,2046-05,239,accelerated_ai_load,1123.58,96.0,138.6,19.51,1.323,127.89,70.0,1163967.18,2669.67,1163997.18,1164007.18,1164017.18,1164027.18,1164037.18,1164047.18,1164057.18,1164067.18,1164077.18,1164087.18,1164097.18,1164107.18,1164117.18,1164127.18,1164137.18,1164147.18,1164157.18,1164167.18,1164177.18,1164187.18,1164197.18,1164207.18,1164217.18
2026-06,2046-06,240,accelerated_ai_load,1120.59,96.0,140.61,21.28,1.347,128.35,70.0,1183436.3,2711.69,1183466.3,1183476.3,1183486.3,1183496.3,1183506.3,1183516.3,1183526.3,1183536.3,1183546.3,1183556.3,1183566.3,1183576.3,1183586.3,1183596.3,1183606.3,1183616.3,1183626.3,1183636.3,1183646.3,1183656.3,1183666.3,1183676.3,1183686.3
2026-06,2046-07,241,accelerated_ai_load,1130.07,96.0,143.29,18.21,1.324,128.59,70.0,1170443.66,2685.56,1170473.66,1170483.66,1170493.66,1170503.66,1170513.66,1170523.66,1170533.66,1170543.66,1170553.66,1170563.66,1170573.66,1170583.66,1170593.66,1170603.66,1170613.66,1170623.66,1170633.66,1170643.66,1170653.66,1170663.66,1170673.66,1170683.66,1170693.66
2026-06,2046-08,242,accelerated_ai_load,1123.17,96.0,142.4,15.74,1.302,128.67,70.0,1146968.18,2631.31,1146998.18,1147008.18,1147018.18,1147028.18,1147038.18,1147048.18,1147058.18,1147068.18,1147078.18,1147088.18,1147098.18,1147108.18,1147118.18,1147128.18,1147138.18,1147148.18,1147158.18,1147168.18,1147178.18,1147188.18,1147198.18,1147208.18,1147218.18
2026-06,2046-09,243,accelerated_ai_load,1137.45,96.0,144.77,6.49,1.308,129.29,70.0,1163044.03,2673.47,1163074.03,1163084.03,1163094.03,1163104.03,1163114.03,1163124.03,1163134.03,1163144.03,1163154.03,1163164.03,1163174.03,1163184.03,1163194.03,1163204.03,1163214.03,1163224.03,1163234.03,1163244.03,1163254.03,1163264.03,1163274.03,1163284.03,1163294.03
2026-06,2046-10,244,accelerated_ai_load,1137.14,96.0,147.18,1.51,1.312,128.64,70.0,1162790.96,2674.87,1162820.96,1162830.96,1162840.96,1162850.96,1162860.96,1162870.96,1162880.96,1162890.96,1162900.96,1162910.96,1162920.96,1162930.96,1162940.96,1162950.96,1162960.96,1162970.96,1162980.96,1162990.96,1163000.96,1163010.96,1163020.96,1163030.96,1163040.96
2026-06,2046-11,245,accelerated_ai_load,1143.25,96.0,146.23,-2.95,1.321,129.68,70.0,1175959.33,2696.22,1175989.33,1175999.33,1176009.33,1176019.33,1176029.33,1176039.33,1176049.33,1176059.33,1176069.33,1176079.33,1176089.33,1176099.33,1176109.33,1176119.33,1176129.33,1176139.33,1176149.33,1176159.33,1176169.33,1176179.33,1176189.33,1176199.33,1176209.33
2026-06,2046-12,246,accelerated_ai_load,1145.46,96.0,148.62,-4.61,1.315,129.15,70.0,1172335.23,2701.47,1172365.23,1172375.23,1172385.23,1172395.23,1172405.23,1172415.23,1172425.23,1172435.23,1172445.23,1172455.23,1172465.23,1172475.23,1172485.23,1172495.23,1172505.23,1172515.23,1172525.23,1172535.23,1172545.23,1172555.23,1172565.23,1172575.23,1172585.23
2026-09,2027-01,4,uncertain_connection,165.97,65.7,104.19,-4.61,1.322,100.88,31.56,180031.52,405.57,180061.52,180071.52,180081.52,180091.52,180101.52,180111.52,180121.52,180131.52,180141.52,180151.52,180161.52,180171.52,180181.52,180191.52,180201.52,180211.52,180221.52,180231.52,180241.52,180251.52,180261.52,180271.52,180281.52
2026-09,2027-02,5,uncertain_connection,169.45,65.42,107.55,2.16,1.308,101.52,36.12,182589.91,418.86,182619.91,182629.91,182639.91,182649.91,182659.91,182669.91,182679.91,182689.91,182699.91,182709.91,182719.91,182729.91,182739.91,182749.91,182759.91,182769.91,182779.91,182789.91,182799.91,182809.91,182819.91,182829.91,182839.91
2026-09,2027-03,6,uncertain_connection,166.29,71.61,111.6,8.35,1.306,101.41,34.52,192626.6,442.28,192656.6,192666.6,192676.6,192686.6,192696.6,192706.6,192716.6,192726.6,192736.6,192746.6,192756.6,192766.6,192776.6,192786.6,192796.6,192806.6,192816.6,192826.6,192836.6,192846.6,192856.6,192866.6,192876.6
2026-09,2027-04,7,uncertain_connection,171.33,69.06,109.33,15.3,1.324,101.84,34.4,194140.58,441.09,194170.58,194180.58,194190.58,194200.58,194210.58,194220.58,194230.58,194240.58,194250.58,194260.58,194270.58,194280.58,194290.58,194300.58,194310.58,194320.58,194330.58,194340.58,194350.58,194360.58,194370.58,194380.58,194390.58
2026-09,2027-05,8,accelerated_ai_load,185.59,76.04,111.8,20.3,1.324,102.0,28.94,217030.19,502.91,217060.19,217070.19,217080.19,217090.19,217100.19,217110.19,217120.19,217130.19,217140.19,217150.19,217160.19,217170.19,217180.19,217190.19,217200.19,217210.19,217220.19,217230.19,217240.19,217250.19,217260.19,217270.19,217280.19
2026-09,2027-06,9,accelerated_ai_load,184.62,74.02,112.7,20.65,1.304,102.09,30.82,209866.2,479.79,209896.2,209906.2,209916.2,209926.2,209936.2,209946.2,209956.2,209966.2,209976.2,209986.2,209996.2,210006.2,210016.2,210026.2,210036.2,210046.2,210056.2,210066.2,210076.2,210086.2,210096.2,210106.2,210116.2
2026-09,2027-07,10,uncertain_connection,199.01,67.46,112.19,19.57,1.335,101.3,28.73,210901.99,481.07,210931.99,210941.99,210951.99,210961.99,210971.99,210981.99,210991.99,211001.99,211011.99,211021.99,211031.99,211041.99,211051.99,211061.99,211071.99,211081.99,211091.99,211101.99,211111.99,211121.99,211131.99,211141.99,211151.99
2026-09,2027-08,11,uncertain_connection,187.62,66.28,112.38,13.49,1.315,102.66,30.95,200181.65,449.44,200211.65,200221.65,200231.65,200241.65,200251.65,200261.65,200271.65,200281.65,200291.65,200301.65,200311.65,200321.65,200331.65,200341.65,200351.65,200361.65,200371.65,200381.65,200391.65,200401.65,200411.65,200421.65,200431.65
2026-09,2027-09,12,uncertain_connection,192.85,65.88,110.45,9.22,1.323,102.59,26.86,200950.88,467.95,200980.88,200990.88,201000.88,201010.88,201020.88,201030.88,201040.88,201050.88,201060.88,201070.88,201080.88,201090.88,201100.88,201110.88,201120.88,201130.88,201140.88,201150.88,201160.88,201170.88,201180.88,201190.88,201200.88
2026-09,2027-10,13,uncertain_connection,200.58,61.51,109.29,3.22,1.314,102.33,32.02,194068.65,451.94,194098.65,194108.65,194118.65,194128.65,194138.65,194148.65,194158.65,194168.65,194178.65,194188.65,194198.65,194208.65,194218.65,194228.65,194238.65,194248.65,194258.65,194268.65,194278.65,194288.65,194298.65,194308.65,194318.65
2026-09,2027-11,14,uncertain_connection,202.94,61.7,104.57,-4.14,1.301,102.44,35.57,195782.07,453.91,195812.07,195822.07,195832.07,195842.07,195852.07,195862.07,195872.07,195882.07,195892.07,195902.07,195912.07,195922.07,195932.07,195942.07,195952.07,195962.07,195972.07,195982.07,195992.07,196002.07,196012.07,196022.07,196032.07
2026-09,2027-12,15,uncertain_connection,202.67,68.16,104.33,-5.91,1.318,101.57,32.53,209399.85,472.03,209429.85,209439.85,209449.85,209459.85,209469.85,209479.85,209489.85,209499.85,209509.85,209519.85,209529.85,209539.85,209549.85,209559.85,209569.85,209579.85,209589.85,209599.85,209609.85,209619.85,209629.85,209639.85,209649.85
2026-09,2028-01,16,uncertain_connection,215.01,68.39,102.31,-4.2,1.339,102.41,38.21,220926.08,497.35,220956.08,220966.08,220976.08,220986.08,220996.08,221006.08,221016.08,221026.08,221036.08,221046.08,221056.08,221066.08,221076.08,221086.08,221096.08,221106.08,221116.08,221126.08,221136.08,221146.08,221156.08,221166.08,221176.08
2026-09,2028-02,17,accelerated_ai_load,217.53,72.57,103.58,4.0,1.305,102.75,37.36,229526.7,521.59,229556.7,229566.7,229576.7,229586.7,229596.7,229606.7,229616.7,229626.7,229636.7,229646.7,229656.7,229666.7,229676.7,229686.7,229696.7,229706.7,229716.7,229726.7,229736.7,229746.7,229756.7,229766.7,229776.7
2026-09,2028-03,18,accelerated_ai_load,225.55,77.18,103.18,7.62,1.315,102.67,40.01,246892.72,560.78,246922.72,246932.72,246942.72,246952.72,246962.72,246972.72,246982.72,246992.72,247002.72,247012.72,247022.72,247032.72,247042.72,247052.72,247062.72,247072.72,247082.72,247092.72,247102.72,247112.72,247122.72,247132.72,247142.72
2026-09,2028-04,19,accelerated_ai_load,231.64,82.57,102.95,15.91,1.33,102.32,35.47,266909.63,604.52,266939.63,266949.63,266959.63,266969.63,266979.63,266989.63,266999.63,267009.63,267019.63,267029.63,267039.63,267049.63,267059.63,267069.63,267079.63,267089.63,267099.63,267109.63,267119.63,267129.63,267139.63,267149.63,267159.63
2026-09,2028-05,20,accelerated_ai_load,231.4,87.58,105.69,20.07,1.32,102.06,35.09,280191.96,625.84,280221.96,280231.96,280241.96,280251.96,280261.96,280271.96,280281.96,280291.96,280301.96,280311.96,280321.96,280331.96,280341.96,280351.96,280361.96,280371.96,280381.96,280391.96,280401.96,280411.96,280421.96,280431.96,280441.96
2026-09,2028-06,21,accelerated_ai_load,230.97,85.14,106.71,20.13,1.306,102.6,31.43,272215.44,620.46,272245.44,272255.44,272265.44,272275.44,272285.44,272295.44,272305.44,272315.44,272325.44,272335.44,272345.44,272355.44,272365.44,272375.44,272385.44,272395.44,272405.44,272415.44,272425.44,272435.44,272445.44,272455.44,272465.44
2026-09,2028-07,22,accelerated_ai_load,245.72,90.06,109.63,19.28,1.323,104.08,31.72,297943.77,679.15,297973.77,297983.77,297993.77,298003.77,298013.77,298023.77,298033.77,298043.77,298053.77,298063.77,298073.77,298083.77,298093.77,298103.77,298113.77,298123.77,298133.77,298143.77,298153.77,298163.77,298173.77,298183.77,298193.77
2026-09,2028-08,23,accelerated_ai_load,247.02,84.32,109.59,15.48,1.309,103.27,31.97,281189.16,633.24,281219.16,281229.16,281239.16,281249.16,281259.16,281269.16,281279.16,281289.16,281299.16,281309.16,281319.16,281329.16,281339.16,281349.16,281359.16,281369.16,281379.16,281389.16,281399.16,281409.16,281419.16,281429.16,281439.16
2026-09,2028-09,24,accelerated_ai_load,249.47,83.92,113.18,8.38,1.318,103.01,33.36,284021.74,644.05,284051.74,284061.74,284071.74,284081.74,284091.74,284101.74,284111.74,284121.74,284131.74,284141.74,284151.74,284161.74,284171.74,284181.74,284191.74,284201.74,284211.74,284221.74,284231.74,284241.74,284251.74,284261.74,284271.74
2026-09,2028-10,25,accelerated_ai_load,240.33,87.0,114.94,3.15,1.288,103.13,36.45,276038.91,612.47,276068.91,276078.91,276088.91,276098.91,276108.91,276118.91,276128.91,276138.91,276148.91,276158.91,276168.91,276178.91,276188.91,276198.91,276208.91,276218.91,276228.91,276238.91,276248.91,276258.91,276268.91,276278.91,276288.91
