UDDID,Year,Quarter,Loc,CARB,CO2_ENERGY,WPO
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2017,4,CAN,40.98223,141826.3,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2018,1,CAN,41.65855,144274,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2018,2,CAN,41.89516,145097.6,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2018,3,CAN,42.01659,145489.5,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2018,4,CAN,42.02285,145449.8,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2019,1,CAN,42.20327,145941,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2019,2,CAN,41.86346,144653,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2019,3,CAN,41.29273,142548.5,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2019,4,CAN,40.4911,139627.3,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2020,1,CAN,38.07772,130942.8,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2020,2,CAN,37.36661,128367.1,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2020,3,CAN,36.97694,126953.5,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2020,4,CAN,36.9087,126701.9,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2021,1,CAN,37.97661,130529.3,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2021,2,CAN,38.22535,131435.2,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2021,3,CAN,38.46963,132336.5,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2021,4,CAN,38.70945,133233.2,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2022,1,CAN,39.0845,134674.9,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2022,2,CAN,39.25953,135342.4,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2022,3,CAN,39.37424,135785.3,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2022,4,CAN,39.42861,136003.6,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2023,1,CAN,39.42265,135997.4,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2023,2,CAN,39.35637,135766.7,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2023,3,CAN,39.22975,135311.4,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2023,4,CAN,39.0428,134631.5,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2024,1,CAN,39.55446,136545,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2024,2,CAN,39.49233,136243.6,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2024,3,CAN,39.46369,136181.7,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2024,4,CAN,39.46102,136167.9,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2025,1,CAN,39.40907,135936.5,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2025,2,CAN,39.33348,135762.3,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2025,3,CAN,39.23277,135538.5,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2025,4,CAN,39.17286,135406.2,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2026,1,CAN,39.13941,135371.4,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2026,2,CAN,39.10461,135294.1,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2026,3,CAN,39.09202,135214.9,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2026,4,CAN,39.08757,135085.1,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2027,1,CAN,39.03989,134793.5,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2027,2,CAN,38.98519,134519.9,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2027,3,CAN,38.94315,134326.9,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2027,4,CAN,38.92278,134225.4,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2028,1,CAN,38.91507,134175.2,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2028,2,CAN,38.88813,134055.9,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2028,3,CAN,38.85339,133906.1,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2028,4,CAN,38.82579,133779.9,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2029,1,CAN,38.77335,133562,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2029,2,CAN,38.72486,133355.4,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2029,3,CAN,38.65747,133081,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2029,4,CAN,38.58694,132794.4,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2030,1,CAN,38.51379,132498.6,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2030,2,CAN,38.43369,132181.9,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2030,3,CAN,38.34485,131833.9,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2030,4,CAN,38.25064,131466.6,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2031,1,CAN,38.15231,131081.8,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2031,2,CAN,38.05545,130700.1,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2031,3,CAN,37.91772,130168.3,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2031,4,CAN,37.79485,129689.8,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2032,1,CAN,37.70042,129316.3,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2032,2,CAN,37.61419,128974.9,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2032,3,CAN,37.51231,128576.5,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2032,4,CAN,37.38888,128099.6,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2033,1,CAN,37.28159,127681.2,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2033,2,CAN,37.17501,127263.2,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2033,3,CAN,37.03673,126728.2,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2033,4,CAN,36.91067,126236.5,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2034,1,CAN,36.80927,125835.4,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2034,2,CAN,36.71722,125468.9,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2034,3,CAN,36.5953,124991.5,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2034,4,CAN,36.48842,124569.3,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2035,1,CAN,36.40042,124217,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2035,2,CAN,36.31807,123886.4,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2035,3,CAN,36.20207,123433.4,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2035,4,CAN,36.09997,123030.5,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2036,1,CAN,36.00425,122650.8,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2036,2,CAN,35.91067,122279.7,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2036,3,CAN,35.78968,121809.3,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2036,4,CAN,35.67371,121355,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2037,1,CAN,35.57208,120952.4,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2037,2,CAN,35.47842,120578.1,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2037,3,CAN,35.34662,120063.9,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2037,4,CAN,35.23049,119607.4,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2038,1,CAN,35.12523,119191.2,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2038,2,CAN,35.02439,118790,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2038,3,CAN,34.88808,118258.5,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2038,4,CAN,34.76899,117789.4,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2039,1,CAN,34.66959,117393.6,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2039,2,CAN,34.57627,117021.8,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2039,3,CAN,34.44695,116516.3,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2039,4,CAN,34.33481,116074,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2040,1,CAN,34.24096,115699.6,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2040,2,CAN,34.15261,115345.9,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2040,3,CAN,34.0284,114869.4,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2040,4,CAN,33.92155,114448.8,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2041,1,CAN,33.82973,114081.3,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2041,2,CAN,33.74456,113739.1,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2041,3,CAN,33.62894,113286.8,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2041,4,CAN,33.52819,112888.5,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2042,1,CAN,33.44268,112544.4,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2042,2,CAN,33.36327,112220.4,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2042,3,CAN,33.25605,111793.5,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2042,4,CAN,33.16193,111413.4,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2043,1,CAN,33.09068,111118,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2043,2,CAN,33.02824,110854.7,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2043,3,CAN,32.94636,110520.6,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2043,4,CAN,32.87781,110235.3,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2044,1,CAN,32.81072,109954.8,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2044,2,CAN,32.74746,109688.7,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2044,3,CAN,32.66354,109347.2,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2044,4,CAN,32.58829,109036.8,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2045,1,CAN,32.52093,108755.9,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2045,2,CAN,32.46079,108501.6,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2045,3,CAN,32.38396,108186.2,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2045,4,CAN,32.31496,107898.9,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2046,1,CAN,32.25306,107637.5,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2046,2,CAN,32.19657,107396,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2046,3,CAN,32.12574,107102,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2046,4,CAN,32.06078,106829.1,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2047,1,CAN,32.0017,106578,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2047,2,CAN,31.94543,106337.3,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2047,3,CAN,31.8734,106038.6,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2047,4,CAN,31.80624,105757.3,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2048,1,CAN,31.74482,105497.1,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2048,2,CAN,31.68809,105254,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2048,3,CAN,31.61734,104959.8,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2048,4,CAN,31.55409,104692.7,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2049,1,CAN,31.49799,104451.7,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2049,2,CAN,31.4464,104227.3,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2049,3,CAN,31.38396,103963,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2049,4,CAN,31.32868,103724.3,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2050,1,CAN,31.28512,103529,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2050,2,CAN,31.2452,103347.2,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2050,3,CAN,31.1988,103141.4,
f2a7c56f-2034-47bc-9943-1c1795fb24ab-1743243002,2050,4,CAN,31.15856,102957.6,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2000,1,CAN,36.91962,126975.6,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2000,2,CAN,37.13189,127784.9,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2000,3,CAN,37.22245,128174.4,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2000,4,CAN,37.19133,128144,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2001,1,CAN,36.43015,125665.1,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2001,2,CAN,36.39897,125606.6,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2001,3,CAN,36.48944,125939.8,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2001,4,CAN,36.70156,126664.6,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2002,1,CAN,37.33741,128682.1,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2002,2,CAN,37.67199,129829.9,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2002,3,CAN,38.00739,131008.9,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2002,4,CAN,38.34361,132219.1,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2003,1,CAN,39.04259,134917,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2003,2,CAN,39.23565,135607.2,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2003,3,CAN,39.28476,135746,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2003,4,CAN,39.1899,135333.6,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2004,1,CAN,38.21479,131559.2,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2004,2,CAN,38.12652,131168.4,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2004,3,CAN,38.1888,131350.6,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2004,4,CAN,38.40164,132105.8,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2005,1,CAN,39.44974,136033.8,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2005,2,CAN,39.6898,136895,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2005,3,CAN,39.80653,137289.3,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2005,4,CAN,39.79992,137216.7,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2006,1,CAN,39.06281,134384.1,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2006,2,CAN,39.0524,134294.8,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2006,3,CAN,39.16153,134655.8,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2006,4,CAN,39.3902,135467,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2007,1,CAN,40.46266,139378.7,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2007,2,CAN,40.6407,140030.4,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2007,3,CAN,40.64857,140072.2,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2007,4,CAN,40.48628,139504.3,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2008,1,CAN,39.87106,137123.8,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2008,2,CAN,39.48155,135817.3,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2008,3,CAN,39.03497,134382,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2008,4,CAN,38.53133,132817.9,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2009,1,CAN,37.26708,129031.3,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2009,2,CAN,36.93075,128047.2,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2009,3,CAN,36.81878,127771.7,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2009,4,CAN,36.93117,128204.9,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2010,1,CAN,37.88686,131319.1,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2010,2,CAN,38.2004,132380.9,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2010,3,CAN,38.49073,133362.4,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2010,4,CAN,38.75784,134263.8,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2011,1,CAN,39.18767,135760.6,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2011,2,CAN,39.33397,136231.4,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2011,3,CAN,39.38269,136351.7,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2011,4,CAN,39.33382,136121.6,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2012,1,CAN,38.76613,133968.3,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2012,2,CAN,38.69057,133666.4,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2012,3,CAN,38.68591,133643.3,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2012,4,CAN,38.75215,133898.9,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2013,1,CAN,39.0967,135266,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2013,2,CAN,39.22178,135745.8,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2013,3,CAN,39.33478,136171.1,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2013,4,CAN,39.43573,136542,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2014,1,CAN,39.58541,137074,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2014,2,CAN,39.63791,137249.7,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2014,3,CAN,39.65401,137284.8,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2014,4,CAN,39.63373,137179.1,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2015,1,CAN,39.4636,136497.4,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2015,2,CAN,39.41592,136284.5,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2015,3,CAN,39.37724,136105.2,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2015,4,CAN,39.34756,135959.4,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2016,1,CAN,39.1532,135189.5,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2016,2,CAN,39.21099,135373.7,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2016,3,CAN,39.34725,135854.3,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2016,4,CAN,39.56198,136631.5,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2017,1,CAN,40.01475,138333,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2017,2,CAN,40.3226,139452,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2017,3,CAN,40.64509,140616.5,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2017,4,CAN,40.98223,141826.3,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2018,1,CAN,41.65855,144274,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2018,2,CAN,41.89516,145097.6,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2018,3,CAN,42.01659,145489.5,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2018,4,CAN,42.02285,145449.8,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2019,1,CAN,42.20327,145941,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2019,2,CAN,41.86346,144653,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2019,3,CAN,41.29273,142548.5,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2019,4,CAN,40.4911,139627.3,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2020,1,CAN,38.07772,130942.8,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2020,2,CAN,37.36661,128367.1,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2020,3,CAN,36.97694,126953.5,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2020,4,CAN,36.9087,126701.9,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2021,1,CAN,37.97661,130529.3,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2021,2,CAN,38.22535,131435.2,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2021,3,CAN,38.46963,132336.5,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2021,4,CAN,38.70945,133233.2,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2022,1,CAN,39.0845,134674.9,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2022,2,CAN,39.25953,135342.4,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2022,3,CAN,39.37424,135785.3,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2022,4,CAN,39.42861,136003.6,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2023,1,CAN,39.42265,135997.4,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2023,2,CAN,39.35637,135766.7,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2023,3,CAN,39.22975,135311.4,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2023,4,CAN,39.0428,134631.5,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2024,1,CAN,39.50371,136351.3,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2024,2,CAN,39.44125,136042.5,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2024,3,CAN,39.41227,135977.3,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2024,4,CAN,39.41071,135964.2,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2025,1,CAN,39.38123,135817.2,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2025,2,CAN,39.30944,135644.3,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2025,3,CAN,39.21496,135426,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2025,4,CAN,39.16307,135303.1,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2026,1,CAN,39.14889,135324,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2026,2,CAN,39.11832,135250.7,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2026,3,CAN,39.10788,135178.4,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2026,4,CAN,39.10415,135058.5,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2027,1,CAN,39.06447,134806.1,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2027,2,CAN,39.0101,134542.8,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2027,3,CAN,38.96859,134357.6,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2027,4,CAN,38.95995,134301.4,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2028,1,CAN,38.95354,134256.5,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2028,2,CAN,38.92818,134142.7,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2028,3,CAN,38.89484,133998.4,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2028,4,CAN,38.86864,133877.7,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2029,1,CAN,38.81739,133665.2,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2029,2,CAN,38.7701,133464.1,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2029,3,CAN,38.70399,133195.1,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2029,4,CAN,38.63477,132914,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2030,1,CAN,38.56299,132623.5,
f3414b0b-a6e9-4e3f-91c0-fbe1e0d8d593-1742223475,2030,2,CAN,38.48432,132312.1,
